sets,year,theme_id,num_parts,parent_id,themes
Friends Sorting System,2014,740,0,501,Storage
Storage Brick 1 x 2 (All Colors),2014,740,0,501,Storage
The Hobbit Poster,2013,736,0,501,Posters and Art Prints
"Legends of Chima: The Lion, The Crocodile and the Power of CHI! - DVD",2014,730,0,501,Audio and Visual Media
Batman Head Lamp,2014,733,0,501,Houseware
Catwoman Key Light,2014,503,0,501,Key Chain
Superman Head Lamp,2014,733,0,501,Houseware
Darth Vader Head Lamp,2014,733,0,501,Houseware
Bad Cop Key Light,2014,503,0,501,Key Chain
President Business Key Light,2014,503,0,501,Key Chain
Mixels Collection 1,2014,580,0,NA,Mixels
Infernites,2014,580,0,NA,Mixels
Cragsters,2014,580,0,NA,Mixels
Electroids,2014,580,0,NA,Mixels
The LEGO Movie: Elizabeth Banks is Wyldstyle,2014,736,0,501,Posters and Art Prints
The LEGO Movie: Will Arnett is Batman Poster,2014,736,0,501,Posters and Art Prints
The LEGO Movie: Chris Pratt is Emmet Poster,2014,736,0,501,Posters and Art Prints
The LEGO Movie: Will Ferrell is Lord Business,2014,736,0,501,Posters and Art Prints
Mixels Collection 2,2014,580,0,NA,Mixels
Frosticons,2014,580,0,NA,Mixels
Fang Gang,2014,580,0,NA,Mixels
Flexers,2014,580,0,NA,Mixels
Mixels Collection 3,2014,580,0,NA,Mixels
Glorp Corp,2014,580,0,NA,Mixels
Spikels,2014,580,0,NA,Mixels
Wiztastics,2014,580,0,NA,Mixels
Jr.FLL Robotics Kit,2015,521,0,518,WeDo
Marvel Super Heroes Collection,2014,696,0,NA,Marvel
Invasion From Below Collection 1,2014,400,0,NA,Hero Factory
Friends Collection,2014,494,0,NA,Friends
Microfighters Collection,2014,158,0,NA,Star Wars
3-in-1 Collection,2014,672,0,22,Creator 3-in-1
Legend Beasts Collection,2014,571,0,NA,Legends of Chima
Speedorz Collection,2014,572,0,571,Speedorz
Invasion From Below Collection 2,2014,400,0,NA,Hero Factory
DK Readers: Friends: Freundinnen für immer,2014,497,0,NA,Books
The LEGO Movie Video Game - PC DVD-Rom,2014,742,0,501,Video Games and Accessories
Energy Parts Pack,2014,532,46,529,Supplemental
Flip-Top Playtable,2016,501,0,NA,Gear
Eductation Playtable,2003,501,0,NA,Gear
Batman Buildable Watch,2014,732,0,501,Clocks and Watches
Superman Minifigure Link Watch,2014,732,0,501,Clocks and Watches
The LEGO Movie The Original Motion Picture Soundtrack,2014,730,0,501,Audio and Visual Media
The LEGO Movie Lunch Set,2014,733,0,501,Houseware
Minifigure Gift Set (Target Exclusive),2014,535,30,NA,Collectible Minifigures
2015 Target Minifigure Gift Set,2015,535,25,NA,Collectible Minifigures
Plastic Man,2014,700,4,695,DC Comics
Pneumatics,2014,525,24,524,Technic
Keys for Windup Motor,1987,443,2,NA,Service Packs
The LEGO Movie: The Essential Guide,2014,497,0,NA,Books
Star Wars: Brickmaster: Battle for the Stolen Crystals,2013,497,191,NA,Books
Watch System - Brick Black,2014,732,0,501,Clocks and Watches
Stephanie Buildable Watch with Toy,2014,732,4,501,Clocks and Watches
Multi-stud Red Adult Tachymeter Watch,2014,732,0,501,Clocks and Watches
Kai Alarm Clock,2014,732,0,501,Clocks and Watches
Brick White Adult Watch,2014,732,0,501,Clocks and Watches
Star Wars: The Yoda Chronicles (DVD),2014,730,4,501,Audio and Visual Media
Jr.FLL Base Kit,2013,398,0,NA,FIRST LEGO League
Kai Buildable Watch,2014,732,0,501,Clocks and Watches
Happiness Yellow Adult Watch,2014,732,0,501,Clocks and Watches
Zane Alarm Clock,2014,732,0,501,Clocks and Watches
Olivia Buildable Watch with Toy,2014,732,4,501,Clocks and Watches
Zane Buildable Watch,2014,732,0,501,Clocks and Watches
The Flash Key Light,2014,503,0,501,Key Chain
Arctic Collection,2014,65,0,52,Arctic
Creator 3-in-1 Vehicles Collection,2014,672,0,22,Creator 3-in-1
Guardians of the Galaxy / X-Men Collection,2014,704,0,696,Guardians of the Galaxy
Minecraft Micro World Collection,2014,577,0,NA,Minecraft
Technic Racer Collection,2014,1,0,NA,Technic
"Star Wars: The Visual Dictionary, Updated and Expanded",2014,497,4,NA,Books
Star Wars: Ultimate Sticker Collection: Choose Your Side!,2014,497,0,NA,Books
Friends: Character Encyclopedia,2014,497,6,NA,Books
The Hobbit - 3DS,2014,742,0,501,Video Games and Accessories
The Hobbit - PS3,2014,742,0,501,Video Games and Accessories
The Hobbit - PS4,2014,742,0,501,Video Games and Accessories
The Hobbit - PS Vita,2014,742,0,501,Video Games and Accessories
The Hobbit - Wii U,2014,742,0,501,Video Games and Accessories
The Hobbit - Xbox 360,2014,742,0,501,Video Games and Accessories
The Hobbit - Xbox One,2014,742,0,501,Video Games and Accessories
The Hobbit - PC DVD-ROM,2014,742,0,501,Video Games and Accessories
Ninjago: Nindroids - 3DS,2014,742,0,501,Video Games and Accessories
Ninjago: Nindroids - PS Vita,2014,742,0,501,Video Games and Accessories
Great Vehicles Collection,2014,158,0,NA,Star Wars
Star Wars Poster,2014,736,0,501,Posters and Art Prints
Star Wars Yoda Chronicles: The Battle Continues Poster,2014,736,0,501,Posters and Art Prints
The LEGO Movie (All Formats),2014,730,0,501,Audio and Visual Media
The LEGO Movie: Everything Is Awesome Edition (Blu-Ray + DVD + Digital),2014,730,6,501,Audio and Visual Media
Teenage Mutant Ninja Turtles Collection,2014,570,0,NA,Teenage Mutant Ninja Turtles
Fire Speedorz Collection,2014,572,0,571,Speedorz
Jake and the Never Land Pirates Collection,2014,638,0,504,Jake and the Never Land Pirates
Ultimate Jungle Collection,2014,494,0,NA,Friends
Classic Collection,2014,158,0,NA,Star Wars
DC Comics Super Heroes Collection,2014,653,0,504,DC Comics
Andrea Key Light,2014,503,0,501,Key Chain
Emma Key Light,2014,503,0,501,Key Chain
Mia Key Light,2014,503,0,501,Key Chain
Olivia Key Light,2014,503,0,501,Key Chain
Stephanie Key Light,2014,503,0,501,Key Chain
Holiday Ornament Collection,2014,228,0,227,Creator
Friends Animal Collection,2014,494,0,NA,Friends
The Hobbit Ultimate Kit,2014,562,0,561,The Hobbit
1 x 2 Brick Key Light (Blue),2014,503,0,501,Key Chain
1 x 2 Brick Key Light (Green),2014,503,0,501,Key Chain
1 x 2 Brick Key Light (Red),2014,503,0,501,Key Chain
Storage Brick 1 x 1 (All Colors),2014,740,0,501,Storage
Angry Kitty Key Light,2014,503,0,501,Key Chain
Astro Kitty Key Light,2014,503,0,501,Key Chain
Bizniz Kitty Key Light,2014,503,0,501,Key Chain
Queasy Kitty Key Light,2014,503,0,501,Key Chain
Friends: Adventure Pack,2014,497,0,NA,Books
DC Super Heroes: All Mixed Up In Gotham City T-Shirt,2015,501,0,NA,Gear
The LEGO Movie: Benny T-Shirt,2015,501,0,NA,Gear
The LEGO Movie Everything is Awesome T-Shirt,2015,501,0,NA,Gear
Friends: Friends Are Forever (DVD),2015,730,0,501,Audio and Visual Media
Batman 3: Beyond Gotham - 3DS,2014,742,0,501,Video Games and Accessories
Batman 3: Beyond Gotham - PS Vita,2014,742,0,501,Video Games and Accessories
Batman 3: Beyond Gotham - PS3,2014,742,0,501,Video Games and Accessories
Star Wars 2015 Pocket Calendar,2014,739,0,501,Stationery and Office Supplies
Batman 3: Beyond Gotham - PS4,2014,742,0,501,Video Games and Accessories
Batman 3: Beyond Gotham - Wii U,2014,742,0,501,Video Games and Accessories
Batman 3: Beyond Gotham - Xbox 360,2014,742,0,501,Video Games and Accessories
Batman 3: Beyond Gotham - Xbox One,2014,742,0,501,Video Games and Accessories
Brick USB Flash Drive,2015,739,2,501,Stationery and Office Supplies
Nexo Knights Intro Pack,2016,605,8,NA,Nexo Knights
Battle Station,2016,605,20,NA,Nexo Knights
King's Guard,2016,605,5,NA,Nexo Knights
Sky Pirates Battle,2016,435,32,NA,Ninjago
Stone Armor Cole,2016,435,7,NA,Ninjago
The LEGO Ninjago Movie Maker,2017,616,49,435,The LEGO Ninjago Movie
Jewelry and Sticker Pack,2016,494,15,NA,Friends
Friends Lanyard and Stickers,2014,501,5,NA,Gear
Friends Playmat,2016,494,26,NA,Friends
Wildlife Puzzle,2016,504,3,NA,Duplo
Duplo Wall Stickers,2014,501,0,NA,Gear
City Playmat,2016,501,0,NA,Gear
Police Chase,2016,52,40,NA,City
First Order General,2016,158,4,NA,Star Wars
Rebel A-wing Pilot,2016,158,5,NA,Star Wars
Bionicle 2016 Accessory Pack,2016,324,5,NA,Bionicle
Classic Knights Minifigure,2016,199,45,186,Lion Knights
Toy Soldier,2016,227,34,206,Christmas
Musicians Minifigure Collection,2016,535,17,NA,Collectible Minifigures
Warriors Minifigure Collection,2016,535,17,NA,Collectible Minifigures
MoreToMath 1-2 Combo Pack,2015,507,0,NA,Educational and Dacta
MoreToMath 1-2 Package - 30 Students,2015,507,0,NA,Educational and Dacta
2016 Wall Calendar,2015,739,0,501,Stationery and Office Supplies
StoryStarter Space Expansion Pack - 30 Students,2016,507,0,NA,Educational and Dacta
Tribe Packs,2015,571,0,NA,Legends of Chima
Protector of Fire – Power Up,2015,324,0,NA,Bionicle
Strainor vs Flinx,2015,571,0,NA,Legends of Chima
Swamp Police and Crooks,2015,61,0,52,Police
Protector of Ice – Power Up,2015,324,0,NA,Bionicle
Protector of Jungle – Power Up,2015,324,0,NA,Bionicle
Vet Collection,2015,494,0,NA,Friends
Protector of Stone – Power Up,2015,324,0,NA,Bionicle
Protector of Earth – Power Up,2015,324,0,NA,Bionicle
Protector of Water – Power Up,2015,324,0,NA,Bionicle
Easter Minifigure,2016,229,4,206,Easter
Jungle Cole Alarm Clock,2015,732,0,501,Clocks and Watches
Jungle Kai Alarm Clock,2015,732,0,501,Clocks and Watches
Zane Buildable Watch,2015,732,30,501,Clocks and Watches
City Fireman Alarm Clock,2015,732,0,501,Clocks and Watches
Mixels Collection 4,2015,580,0,NA,Mixels
Speed Champions Collection,2015,601,0,NA,Speed Champions
Glowkies,2015,580,0,NA,Mixels
Super Heroes Avengers Collection,2015,702,0,696,Avengers
Infernites,2015,580,0,NA,Mixels
Ultra Agents Collection,2015,303,0,302,Ultra Agents
Orbitons,2015,580,0,NA,Mixels
Pirates Collection,2015,154,0,147,Pirates III
Pirates Collection 2,2015,154,0,147,Pirates III
Speed Champions Collection 2,2015,601,0,NA,Speed Champions
StoryStarter Community Expansion Set and Curriculum Pack,2015,507,0,NA,Educational and Dacta
StoryStarter Fairy Tale Expansion Set and Curriculum Pack,2015,507,0,NA,Educational and Dacta
StoryStarter Space Expansion Set and Curriculum Pack,2015,507,0,NA,Educational and Dacta
Community Transportation Center Pack,2015,516,0,507,Duplo and Explore
Playful Learning Center Pack,2015,516,0,507,Duplo and Explore
Creative Builder Center Pack,2015,516,0,507,Duplo and Explore
Create & Play Center Pack,2015,516,0,507,Duplo and Explore
Ninjago: Rebooted: Fall of the Golden Master (DVD),2015,730,0,501,Audio and Visual Media
Athletes Minifigure Collection,2016,535,20,NA,Collectible Minifigures
Cops & Robbers Minifigure collection,2016,535,17,NA,Collectible Minifigures
Legends of Chima: Quest for the Legend Beasts (DVD),2015,730,0,501,Audio and Visual Media
Bat Pod,2015,697,338,695,Batman
Star Wars Episode IV Poster,2015,736,0,501,Posters and Art Prints
Wonder Woman Alarm Clock,2015,732,0,501,Clocks and Watches
Wonder Woman Buildable Watch,2015,732,0,501,Clocks and Watches
Batman Buildable Watch,2015,732,20,501,Clocks and Watches
Superman Buildable Watch,2015,732,0,501,Clocks and Watches
Classic Buildable Watch [Blue],2015,732,0,501,Clocks and Watches
Boba Fett Minifigure Watch,2015,732,35,501,Clocks and Watches
Darth Maul Buildable Watch with Toy,2015,732,33,501,Clocks and Watches
Darth Vader Buildable Watch,2015,732,32,501,Clocks and Watches
Luke Skywalker Buildable Watch with Toy,2015,732,31,501,Clocks and Watches
Stormtrooper Buildable Watch with Toy,2015,732,29,501,Clocks and Watches
Yoda Buildable Watch with Toy,2015,732,29,501,Clocks and Watches
Emmet Buildable Watch,2014,732,24,501,Clocks and Watches
Ninjago: Shadow of Ronin - PS Vita,2016,742,0,501,Video Games and Accessories
Ninjago: Shadow of Ronin - 3DS,2016,742,0,501,Video Games and Accessories
Space Port Collection,2015,52,0,NA,City
Space Port Shuttle Collection,2015,52,0,NA,City
Deep Sea Explorers Collection,2015,52,0,NA,City
Mixels Collection 5,2015,580,0,NA,Mixels
Star Wars Episode V Poster,2015,736,0,501,Posters and Art Prints
Klinkers,2015,580,0,NA,Mixels
Lixers,2015,580,0,NA,Mixels
Star Wars Episode II Poster,2015,736,0,501,Posters and Art Prints
Star Wars Episode I Poster,2015,736,0,501,Posters and Art Prints
Star Wars Episode VI Poster,2015,736,0,501,Posters and Art Prints
Star Wars Episode III Poster,2015,736,0,501,Posters and Art Prints
Kai Key Light,2015,503,0,501,Key Chain
Wonder Woman Key Light,2015,503,0,501,Key Chain
Boba Fett Key Light,2015,503,0,501,Key Chain
Jay Key Light,2015,503,0,501,Key Chain
The Joker Key Light,2014,503,0,501,Key Chain
Star Wars: The Dark Side,2014,497,5,NA,Books
Architecture: The Visual Guide,2014,497,0,NA,Books
Ninjago: Nindroids Attack!,2014,497,7,NA,Books
Jurassic World  - 3DS,2015,742,0,501,Video Games and Accessories
Jurassic World - PS3,2015,742,0,501,Video Games and Accessories
Jurassic World - Wii U,2015,742,0,501,Video Games and Accessories
Jurassic World - Xbox 360,2015,742,0,501,Video Games and Accessories
Pop Star Collection,2015,494,0,NA,Friends
Scooby-Doo Collection,2015,603,0,NA,Scooby-Doo
Ultimate Spider-man Collection,2015,706,0,696,Spider-Man
Batman Collection,2015,697,0,695,Batman
Possession 2 in 1 Collection,2015,435,0,NA,Ninjago
Minecraft Collection,2015,577,0,NA,Minecraft
Elves Collection,2015,600,0,NA,Elves
Doc McStuffins Collection,2015,648,0,504,Doc McStuffins
Buildable Figures Collection,2015,158,0,NA,Star Wars
WeDo 2.0 ReadyGo 8-Student Pack,2016,521,0,518,WeDo
WeDo 2.0 ReadyGo 12-Student Pack,2016,521,0,518,WeDo
WeDo 2.0 ReadyGo 16-Student Pack,2016,521,0,518,WeDo
WeDo 2.0 ReadyGo 24-Student Pack,2016,521,0,518,WeDo
WeDo 2.0 YouCreate Package - 24 Students,2016,521,0,518,WeDo
WeDo 2.0 Add-On Power Pack,2016,521,2,518,WeDo
Legends of Chima: Legend of the Fire CHI - DVD,2015,730,0,501,Audio and Visual Media
Friends: Friends Together Again (DVD),2015,730,0,501,Audio and Visual Media
Friends: The Adventure Guide,2015,497,6,NA,Books
Star Wars Character Encyclopedia: Updated and Expanded,2015,497,6,NA,Books
Star Wars in 100 Scenes,2015,497,0,NA,Books
Awesome Ideas,2015,497,0,NA,Books
Munchos,2015,580,0,NA,Mixels
Glorp Corp,2015,580,0,NA,Mixels
Weldos,2015,580,0,NA,Mixels
Medivals,2016,580,0,NA,Mixels
Mixies,2016,580,0,NA,Mixels
MCPD,2016,580,0,NA,Mixels
Pyrratz,2016,580,0,NA,Mixels
MCFD,2016,580,0,NA,Mixels
Medix,2016,580,0,NA,Mixels
Minifigure Display Case 8 (Red),2015,740,8,501,Storage
Newzers,2016,580,0,NA,Mixels
Minifigure Display Case 16 (Red),2015,740,16,501,Storage
Nindjas,2016,580,0,NA,Mixels
Trashoz,2016,580,0,NA,Mixels
Storage Brick Multi-Pack,2015,740,0,501,Storage
Storage Brick Multi-Pack,2015,740,0,501,Storage
Square Drinking Bottle (Blue),2015,733,0,501,Houseware
Square Drinking Bottle (Red),2015,733,0,501,Houseware
Star Wars: The New Yoda Chronicles (DVD),2015,730,0,501,Audio and Visual Media
Great LEGO Sets: A Visual History,2015,497,0,NA,Books
Crafting Kit,2017,605,4,NA,Nexo Knights
Nexo Knights Collector Case,2017,740,8,501,Storage
Armor Pod,2017,605,25,NA,Nexo Knights
Master Wu Key Chain,2017,503,0,501,Key Chain
Kai's Dojo Pod,2017,616,37,435,The LEGO Ninjago Movie
Ski Pod,2017,494,23,NA,Friends
Kiss Kiss Tuxedo Batman,2017,503,0,501,Key Chain
Batman Battle Pod,2017,708,28,697,Batman
Accessory Pack,2017,708,39,697,Batman
Birthday Card,2017,206,20,NA,Seasonal
My Travel Companion,2017,301,41,NA,Other
Build to Learn,2017,507,41,NA,Educational and Dacta
Christmas Ornament,2017,227,66,206,Christmas
Iconic Cave,2017,535,11,NA,Collectible Minifigures
Ninjago Minifigure Collection,2017,435,29,NA,Ninjago
The LEGO Batman Movie Minifigure Collection,2017,535,27,NA,Collectible Minifigures
City Jungle Minifigure Collection,2017,535,21,NA,Collectible Minifigures
Classic Minifigure Collection,2017,535,18,NA,Collectible Minifigures
A LEGO Brickumentary (DVD),2015,730,0,501,Audio and Visual Media
Star Wars: Small Scenes from a Big Galaxy,2015,497,0,NA,Books
Anakin Skywalker Buildable Watch with Toy,2016,732,31,501,Clocks and Watches
Boba Fett Minifigure Link Watch,2015,732,0,501,Clocks and Watches
Star Wars: The Power Of The Sith Activity Book,2015,497,0,NA,Books
Star Wars: Spot The Spy Droid,2014,497,22,NA,Books
Darth Vader Buildable Watch,2016,732,0,501,Clocks and Watches
I Love That Minifigure,2015,497,7,NA,Books
Ninjago Luggage Tag,2016,731,0,501,Bag and Luggage Tags
City Luggage Tag,2016,731,0,501,Bag and Luggage Tags
EV3 How to Start Leaflet,2016,518,0,507,Mindstorms
Nexo Knights Character Poster,2016,736,0,501,Posters and Art Prints
Friends: Girlz 4 Life (All Formats),2016,730,0,501,Audio and Visual Media
Let's Build Social Skills Together Pack,2016,516,0,507,Duplo and Explore
Marvel Avengers - Xbox 360,2016,742,0,501,Video Games and Accessories
Marvel Avengers - Wii U,2016,742,0,501,Video Games and Accessories
Marvel Avengers - PS3,2016,742,0,501,Video Games and Accessories
Marvel Avengers - 3DS,2016,742,0,501,Video Games and Accessories
Star Wars: Droid Tales (DVD),2016,730,0,501,Audio and Visual Media
Battery Box 4.5V,1987,443,1,NA,Service Packs
EV3 Comprehensive Solution (8 Student Pack),2017,518,0,507,Mindstorms
Buildable Ruler,2016,739,28,501,Stationery and Office Supplies
Round Eraser Set (Blue and Yellow),2016,739,0,501,Stationery and Office Supplies
3 Gel Pens,2016,739,0,501,Stationery and Office Supplies
Pencil Box (All Colors),2016,739,2,501,Stationery and Office Supplies
9 Pencils,2016,739,2,501,Stationery and Office Supplies
Pencil Sharpeners,2016,739,0,501,Stationery and Office Supplies
Aaron Alarm Clock,2016,732,0,501,Clocks and Watches
Aaron Buildable Watch,2017,732,24,501,Clocks and Watches
Clay Alarm Clock,2016,732,0,501,Clocks and Watches
Clay Buildable Watch,2017,732,24,501,Clocks and Watches
Jay Alarm Clock,2016,732,0,501,Clocks and Watches
Lloyd Alarm Clock,2016,732,0,501,Clocks and Watches
Jay Buildable Watch,2017,732,0,501,Clocks and Watches
Lloyd Buildable Watch,2017,732,0,501,Clocks and Watches
Kai Alarm Clock,2016,732,0,501,Clocks and Watches
Kai Buildable Watch,2017,732,0,501,Clocks and Watches
Star Wars Episode VII Poster,2016,736,0,501,Posters and Art Prints
Star Wars: The Force Awakens Deluxe Edition - PS4,2016,742,0,501,Video Games and Accessories
Star Wars: The Force Awakens - Xbox 360,2016,742,0,501,Video Games and Accessories
Star Wars: The Force Awakens Deluxe Edition - Xbox One,2016,742,0,501,Video Games and Accessories
Star Wars: The Force Awakens - PS4,2016,742,0,501,Video Games and Accessories
Star Wars: The Force Awakens - Xbox One,2016,742,0,501,Video Games and Accessories
Star Wars: The Force Awakens - Wii U,2016,742,0,501,Video Games and Accessories
Journal Band (White),2016,739,1,501,Stationery and Office Supplies
Stationery Organizer,2016,739,1,501,Stationery and Office Supplies
9 Gel Pens,2016,739,0,501,Stationery and Office Supplies
9 Markers,2016,739,0,501,Stationery and Office Supplies
9 Colored Pencils,2016,739,2,501,Stationery and Office Supplies
Star Wars: Ultimate Factivity Collection,2016,497,0,NA,Books
Gingerbread Man,2016,227,3,206,Christmas
Star Wars: Build Your Own Adventure,2016,497,73,NA,Books
Stationery Kit,2016,739,0,501,Stationery and Office Supplies
Star Wars: Chronicles of the Force,2016,497,3,NA,Books
Ninjago: Character Encyclopedia: Updated and Expanded,2016,497,9,NA,Books
Stormtrooper Buildable Watch,2017,732,0,501,Clocks and Watches
Jay Costume,2018,737,0,501,Role Play Toys and Costumes
Nya Costume,2018,737,0,501,Role Play Toys and Costumes
Lloyd Costume,2018,737,0,501,Role Play Toys and Costumes
Kai Costume,2018,737,0,501,Role Play Toys and Costumes
City: Build Your Own Adventure,2016,497,99,NA,Books
Batman Hydration Bottle,2017,733,0,501,Houseware
Square Drinking Bottle (Black),2015,733,0,501,Houseware
Nexo Knights: Season 1 (DVD),2016,730,0,501,Audio and Visual Media
VIP Key Chain,2013,503,0,501,Key Chain
Batman Lunch Set,2017,733,0,501,Houseware
The LEGO Batman Movie Collector Box,2017,740,0,501,Storage
Minifigure Display Case (The LEGO Batman Movie),2017,740,16,501,Storage
Darth Vader and Boba Fett Buildable Watch with Toy,2017,732,40,501,Clocks and Watches
Early Language and Literacy Pack,2016,516,0,507,Duplo and Explore
Introduction to Math and Literacy Pack,2016,516,0,507,Duplo and Explore
Early Math and Science Pack,2016,516,0,507,Duplo and Explore
Minifigures Pack,2016,507,0,NA,Educational and Dacta
Death Star Ultimate Kit,2016,158,0,NA,Star Wars
Batman Buildable Watch,2017,732,0,501,Clocks and Watches
Robin Buildable Watch,2017,732,0,501,Clocks and Watches
2017 Wall Calendar,2016,739,0,501,Stationery and Office Supplies
Batman Alarm Clock,2017,732,0,501,Clocks and Watches
Robin Alarm Clock,2017,732,0,501,Clocks and Watches
Batgirl Buildable Watch,2017,732,0,501,Clocks and Watches
Batgirl Alarm Clock,2017,732,0,501,Clocks and Watches
The Joker Buildable Watch,2017,732,0,501,Clocks and Watches
Harley Quinn Alarm Clock,2017,732,0,501,Clocks and Watches
The Joker Alarm Clock,2017,732,0,501,Clocks and Watches
Zane's Kendo Training Pod,2018,435,28,NA,Ninjago
Training Kit,2018,435,0,NA,Ninjago
Hamleys Royal Guard,2017,535,5,NA,Collectible Minifigures
Friends Clubhouse,2018,494,29,NA,Friends
Friendship Rings,2018,494,31,NA,Friends
Pet Go-Kart Racers,2018,494,60,NA,Friends
Castle Room,2018,625,50,NA,Unikitty!
Teen Groot Key Chain,2018,503,0,501,Key Chain
Easter Bunny Hut,2018,229,6,206,Easter
Party Banana Juice Bar,2018,535,5,NA,Collectible Minifigures
Penguin Winter Hut,2018,535,6,NA,Collectible Minifigures
Reindeer Head,2018,227,28,206,Christmas
Harry Potter Minifigure Collection,2018,535,25,NA,Collectible Minifigures
Jurassic World Minifigure Collection,2018,535,18,NA,Collectible Minifigures
Marvel Super Heroes Minifigure Collection,2018,535,23,NA,Collectible Minifigures
Ninjago Minifigure Collection,2018,535,25,NA,Collectible Minifigures
2017 Colorable Wall Calendar,2016,739,0,501,Stationery and Office Supplies
EV3 Science Add-On Pack,2017,518,0,507,Mindstorms
Our Community Pack,2018,516,0,507,Duplo and Explore
Batman Luggage Tag,2017,731,0,501,Bag and Luggage Tags
Pencils with Toppers,2017,739,2,501,Stationery and Office Supplies
Harley Quinn Luggage Tag,2017,731,0,501,Bag and Luggage Tags
3 Book Markers,2017,739,0,501,Stationery and Office Supplies
BB-8 Key Light,2017,503,0,501,Key Chain
Batgirl Key Light,2017,503,0,501,Key Chain
The Joker Key Light,2017,503,0,501,Key Chain
Harley Quinn Key Light,2017,503,0,501,Key Chain
Easter Bunny Batman Key Light,2017,503,0,501,Key Chain
365 Things to Do with LEGO Bricks,2016,497,0,NA,Books
The Batman Movie: The Essential Guide,2016,497,0,NA,Books
Batman Prestige Costume,2017,737,0,501,Role Play Toys and Costumes
Batgirl Prestige Costume,2017,737,0,501,Role Play Toys and Costumes
Chewbacca Buildable Watch with Toy,2017,732,28,501,Clocks and Watches
Marvel Super Heroes: Universe in Peril - DS,2013,742,0,501,Video Games and Accessories
LEGO Logo Shopping Bag,2017,501,0,NA,Gear
Canvas Tote Bag,2017,501,0,NA,Gear
Batman Key Light,2017,503,0,501,Key Chain
First Order Stormtrooper Key Light,2017,503,0,501,Key Chain
Pop-Up: A Journey Through the LEGO Universe,2016,497,0,NA,Books
Factastic: A LEGO Adventure in the Real World,2019,497,0,NA,Books
The LEGO Batman Movie Ultimate Vehicle Kit,2017,708,0,697,Batman
LEGO Batman Movie Robin Poster,2017,736,0,501,Posters and Art Prints
LEGO Batman Movie Batgirl Poster,2017,736,0,501,Posters and Art Prints
LEGO Batman Movie Batman Poster,2017,736,0,501,Posters and Art Prints
LEGO Batman Movie Harley Quinn Poster,2017,736,0,501,Posters and Art Prints
Brick Print Heritage Backpack (Pink/Purple),2017,501,0,NA,Gear
Cinch Bucket (Blue),2017,740,0,501,Storage
Cinch Bucket (Red),2017,740,0,501,Storage
Brick Print Lunch Bag (Pink/Purple),2017,733,0,501,Houseware
Brick Print Lunch Bag (Red/Blue),2017,733,0,501,Houseware
Brick Print Heritage Backpack (Red/Blue),2017,501,0,NA,Gear
Minifigure Factory,2018,598,85,NA,Promotional
Minifigure Collector Frame,2018,598,55,NA,Promotional
Star Wars: The Freemaker Adventures - Complete Season One [with Magnets],2016,730,6,501,Audio and Visual Media
City Undercover - Xbox One,2017,742,0,501,Video Games and Accessories
City Undercover - PS4,2017,742,0,501,Video Games and Accessories
Worlds - PS4,2017,742,0,501,Video Games and Accessories
Kai Alarm Clock,2017,732,0,501,Clocks and Watches
Lloyd Alarm Clock,2017,732,0,501,Clocks and Watches
Kai Buildable Watch,2017,732,0,501,Clocks and Watches
Lloyd Buildable Watch,2017,732,0,501,Clocks and Watches
Ninjago: Skybound: Season 6 (DVD),2017,730,0,501,Audio and Visual Media
Worlds - Xbox One,2017,742,0,501,Video Games and Accessories
City Undercover - Nintendo Switch,2017,742,0,501,Video Games and Accessories
Minifigure Display Case 16 (Black),2017,740,16,501,Storage
Darth Vader,2018,158,37,NA,Star Wars
Star Wars: The Amazing Book of LEGO Star Wars,2018,497,0,NA,Books
DC Comics Super Heroes: The Awesome Guide,2017,497,5,NA,Books
Robin Luggage Tag,2017,731,0,501,Bag and Luggage Tags
Batgirl Luggage Tag,2017,731,0,501,Bag and Luggage Tags
Easter Bunny Batman Luggage Tag,2017,731,0,501,Bag and Luggage Tags
Nya Minifigure Key Light,2017,503,0,501,Key Chain
Kai Key Light,2017,503,0,501,Key Chain
Jay Minifigure Key Light,2017,503,0,501,Key Chain
Construction Worker Mask,2017,737,0,501,Role Play Toys and Costumes
Storage Brick Drawer 2 x 4 (All Colors),2017,740,0,501,Storage
Storage Brick Drawer 2 x 2 (All Colors),2017,740,0,501,Storage
The LEGO Ninjago Movie Sorting Box,2018,740,0,501,Storage
The LEGO Ninjago Movie Small Storage Box,2018,740,0,501,Storage
The LEGO Ninjago Movie Play & Display Case,2018,740,6,501,Storage
Summer Fun Kit,2017,52,0,NA,City
Summer Fun Kit,2017,494,0,NA,Friends
Ultimate Mech Kit,2017,616,0,435,The LEGO Ninjago Movie
Jay Battle Kit,2017,616,0,435,The LEGO Ninjago Movie
Nya Battle Kit,2017,616,0,435,The LEGO Ninjago Movie
The LEGO Ninjago Movie Bow & Arrow,2017,737,0,501,Role Play Toys and Costumes
The LEGO Ninjago Movie Hammer,2017,737,0,501,Role Play Toys and Costumes
The LEGO Ninjago Movie Spear,2017,737,0,501,Role Play Toys and Costumes
The LEGO Ninjago Movie Nunchucks,2017,737,0,501,Role Play Toys and Costumes
The LEGO Ninjago Movie Katana,2017,737,0,501,Role Play Toys and Costumes
The LEGO Ninjago Movie Sword,2017,737,0,501,Role Play Toys and Costumes
Iconic Yellow Hands,2017,737,0,501,Role Play Toys and Costumes
